Year,Gender,Educational.Stage,Field.Of.Interest,Would.Enroll.In.CS,Q1,Q2,CS.Only.Teaches.To.Use.Software,CS.Uses.Little.Math,Most.CS.Students.Are.Male,CS.Requires.Knowledge.In.Computers,Higher.Education.Required.To.Work.In.CS,Family.Approves.CS.Major,CS.Has.Low.Employability,CS.Work.Has.Long.Hours,CS.Fosters.Creativity,CS.Is.Prestigious,CS.Provides.Good.Wages,CS.Enables.Interdisciplinary.Experiences,Uses.Computer.At.Home,Uses.Computer.At.Relatives.House,Uses.Computer.At.Friends.House,Uses.Computer.At.School,Uses.Computer.At.Work,Uses.Computer.At.Lan.House,Uses.Computer.At.Library,Uses.Computer.At.Digital.Inclusion.Center,Has.Used.Text.Editor,Has.Used.Image.Editor,Has.Used.Spreadsheet,Has.Used.Database,Has.Used.Internet,Has.Used.Social.Network,Has.Used.Email,Has.Used.Games,Has.Used.For.Creating.Web.Pages,Has.Used.For.Development,Has.Used.Other.Softwares
2012,F,Middle School,Exact Sciences,Maybe,11100101,11001111001,No,Maybe,Yes,Yes,No,Maybe,Yes,No,No,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,10000010,10001101000,No,No,Yes,No,Yes,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Yes,11100010,11001111010,Maybe,Yes,Maybe,Maybe,No,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
2012,F,Middle School,Human Sciences,Yes,110,1001,Maybe,Yes,Maybe,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Maybe,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,10000100,1001110010,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No
2012,F,Middle School,Biology-Health Sciences,Yes,11110010,11001111001,No,No,Yes,Yes,Yes,No,No,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,11110110,11001111000,No,No,Yes,Yes,Yes,Yes,No,Maybe,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Yes,11110010,11001111000,No,No,Yes,Yes,Yes,Yes,No,Maybe,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,No,11110010,10101111001,No,No,Yes,Yes,Yes,No,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Maybe,11110000,1111000,No,No,Yes,No,Yes,Maybe,Yes,Maybe,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,No,10000000,11001001000,Maybe,Maybe,No,Yes,Yes,No,Maybe,No,Yes,Maybe,Maybe,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11100000,11001111001,Maybe,Yes,No,Maybe,Maybe,Maybe,No,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,11010000,10101111000,No,Maybe,Yes,No,Maybe,Yes,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11110000,11001110100,No,Maybe,No,Yes,Yes,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
2012,F,Middle School,Human Sciences,Maybe,100,10101011000,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
2012,F,Middle School,Exact Sciences,Maybe,11110100,11111111011,Maybe,No,,Yes,Yes,No,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2012,F,Middle School,Biology-Health Sciences,No,11110000,11001110010,No,No,Maybe,No,Yes,Yes,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No
2012,F,Middle School,Exact Sciences,Yes,10000000,11111110010,No,No,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
2012,F,Middle School,Biology-Health Sciences,Maybe,10100100,10001110000,No,Maybe,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Maybe,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,Middle School,Exact Sciences,Maybe,11110000,11111111000,Maybe,No,No,Yes,Maybe,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11100100,1111001,Maybe,No,Yes,Maybe,Yes,Maybe,No,Maybe,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Exact Sciences,No,11110010,11111110001,Maybe,No,Yes,No,Yes,Maybe,No,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
2012,F,Middle School,Human Sciences,Yes,11110000,11111111001,No,Yes,Maybe,No,Yes,No,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Human Sciences,Maybe,10110100,11001110000,No,Maybe,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,Middle School,Human Sciences,No,11100000,1111000,Maybe,No,Maybe,Yes,Yes,No,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11110111,11101111111,No,Maybe,No,Maybe,Maybe,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,11100000,11001111000,No,Maybe,Maybe,Yes,Maybe,Yes,No,Maybe,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Maybe,10000000,1111001,No,Maybe,No,No,Yes,Maybe,Maybe,No,Yes,Maybe,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,,Yes,1110100,1111000,No,Maybe,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,10010000,10000111000,No,No,Yes,No,Yes,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11010000,11001111001,No,Maybe,Yes,No,No,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Maybe,11000000,1110000,No,No,No,Yes,Yes,Maybe,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,Middle School,Biology-Health Sciences,Yes,11100100,11101111000,No,No,No,No,Yes,Yes,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Yes,10000000,1001000,No,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Yes,11100000,11101111000,No,No,No,No,Yes,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Exact Sciences,Yes,100,10001000000,Yes,Maybe,Maybe,No,Yes,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11100000,1001110000,No,Maybe,No,Yes,Yes,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,Middle School,Exact Sciences,Yes,11100100,11011111100,No,No,No,Yes,Yes,Yes,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2012,F,Middle School,Biology-Health Sciences,No,11110010,11001111100,Maybe,No,Yes,Maybe,Yes,No,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2012,F,Middle School,Exact Sciences,Maybe,11110000,10001111000,No,Yes,Yes,No,,Yes,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Exact Sciences,Maybe,10000000,1101000,No,Yes,Maybe,No,Yes,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Yes,10000000,1100000,No,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2012,F,Middle School,Exact Sciences,Maybe,11100100,11111111100,No,Yes,Maybe,No,Yes,Maybe,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
2012,F,Middle School,Human Sciences,No,11110100,11001111001,No,No,Maybe,No,Yes,No,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Maybe,100100,1100000,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2012,F,Middle School,Biology-Health Sciences,Maybe,10000000,1000101001,Maybe,No,No,No,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,Maybe,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
2012,F,Middle School,Biology-Health Sciences,Yes,10000110,10000010001,Maybe,No,Maybe,Yes,Yes,Maybe,No,Yes,Yes,Maybe,Yes,Maybe,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes
2012,F,Middle School,Human Sciences,Maybe,11110100,10001111000,No,No,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Biology-Health Sciences,Maybe,11110000,1000001000,No,Maybe,Yes,No,Yes,Maybe,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11110000,11001110010,No,No,Yes,Yes,Yes,No,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No
2012,F,Middle School,Human Sciences,Maybe,10010000,11111110010,No,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
2012,F,Middle School,Human Sciences,Yes,11110000,11101111000,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,Middle School,Human Sciences,Maybe,11110000,11011110010,No,Yes,Yes,No,Maybe,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No
2012,F,College,Biology-Health Sciences,No,11110010,11101111000,No,No,No,No,Yes,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Human Sciences,No,10000010,10001110000,No,No,Yes,Yes,No,No,No,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Human Sciences,No,11010010,10101110000,No,No,Yes,Yes,Maybe,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Human Sciences,No,10000010,11001110000,No,No,Yes,Maybe,Yes,No,No,Yes,Maybe,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,,Yes,10000000,11101110111,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
2012,F,College,Human Sciences,Maybe,11110110,11101110000,No,Yes,Yes,No,No,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Human Sciences,No,10100000,11001110000,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Biology-Health Sciences,No,11100000,11101110000,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Human Sciences,Yes,11110100,11101111000,No,Yes,Yes,No,Maybe,Yes,No,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Human Sciences,No,11110010,11001110000,No,No,Yes,Maybe,Maybe,No,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,College,Biology-Health Sciences,No,11110110,11001100000,No,No,No,Yes,Yes,Maybe,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
2012,F,College,Human Sciences,,10000000,11101110011,No,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
2012,F,College,Human Sciences,Maybe,10010000,11101111000,No,No,Yes,Maybe,Maybe,Yes,No,Maybe,Yes,Maybe,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Exact Sciences,Yes,10100001,11111111110,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Maybe,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2012,F,College,Exact Sciences,Yes,11010000,11110011,No,No,Yes,Maybe,Maybe,Yes,Maybe,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
2012,F,College,Exact Sciences,Yes,10010010,11111110110,No,No,Yes,No,No,Yes,No,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
2012,F,College,Biology-Health Sciences,No,11110010,11101111000,No,No,Yes,Yes,Maybe,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Exact Sciences,No,10110010,11101111011,No,Maybe,Yes,Yes,No,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
2012,F,College,Human Sciences,No,10000000,11001111000,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Human Sciences,Maybe,11110010,11101111100,No,No,Maybe,Maybe,Maybe,No,No,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
2012,F,College,Exact Sciences,Maybe,11110010,11111111110,No,No,Yes,No,Yes,Yes,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2012,F,College,Exact Sciences,No,10000000,11101111000,No,No,Maybe,No,Maybe,No,No,No,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,College,Exact Sciences,Yes,10010000,11111111110,No,No,No,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,Maybe,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2012,F,College,Exact Sciences,No,11110010,10101111010,No,No,Yes,Maybe,Maybe,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
2012,F,,Biology-Health Sciences,No,11110110,11100110001,No,No,Yes,Maybe,No,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
2012,F,,Biology-Health Sciences,Maybe,11110100,11001100001,Yes,No,No,No,Maybe,Yes,No,Yes,Maybe,Yes,Maybe,,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes
2012,F,,Biology-Health Sciences,Yes,11000110,10011101000,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
2012,F,,Exact Sciences,Yes,10000000,11011111000,Maybe,Yes,No,Yes,Yes,Yes,No,Maybe,Maybe,Maybe,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
2012,F,,Biology-Health Sciences,Maybe,11100000,100000,No,No,Yes,Yes,Yes,Maybe,,No,Yes,No,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2012,F,,Human Sciences,Yes,10000000,11100110010,Maybe,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
2012,F,,Human Sciences,No,11110010,11001110001,No,No,Yes,Maybe,Maybe,No,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
2012,F,,Biology-Health Sciences,Yes,10000000,1110000,,,,,,,,,,,Maybe,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,High School (10th Grade),Human Sciences,Yes,11110010,11001111000,No,No,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,High School (10th Grade),Exact Sciences,Maybe,11110000,11101111010,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
2012,F,High School (10th Grade),Biology-Health Sciences,No,11110110,11001111001,No,No,Yes,Maybe,Maybe,No,Maybe,Maybe,Yes,Maybe,No,Maybe,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,High School (10th Grade),Human Sciences,No,11110010,11001111000,No,No,Yes,Yes,Maybe,No,Maybe,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,High School (10th Grade),Biology-Health Sciences,Yes,11000000,1100000,No,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Yes,Maybe,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2012,F,High School (10th Grade),Biology-Health Sciences,Yes,11100000,11101111000,No,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,High School (10th Grade),Biology-Health Sciences,Yes,11100000,11101110000,No,Maybe,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
2012,F,High School (10th Grade),Human Sciences,,11100000,11101111000,No,Maybe,No,Maybe,Yes,No,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2012,F,High School (10th Grade),Human Sciences,Maybe,10000000,10001110000,No,No,Maybe,Yes,Maybe,Maybe,Yes,No,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,High School (10th Grade),Exact Sciences,Maybe,11000100,10001101000,No,Yes,Maybe,No,Yes,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
2012,F,High School (10th Grade),Biology-Health Sciences,Maybe,11110100,10000111001,Maybe,Maybe,No,Maybe,Maybe,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes
2012,F,High School (10th Grade),Biology-Health Sciences,No,11110101,11111111101,Maybe,No,No,Maybe,Yes,No,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
2012,F,High School (10th Grade),Biology-Health Sciences,Maybe,11100000,11001111010,No,Maybe,Yes,Yes,Maybe,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
2012,F,High School (10th Grade),Human Sciences,No,11110010,1001110001,No,Maybe,Maybe,Maybe,Yes,No,Maybe,No,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
2012,F,High School (10th Grade),Biology-Health Sciences,Yes,10010000,11001110000,No,Maybe,Yes,Yes,Yes,Yes,No,No,No,Yes,Maybe,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
2012,F,High School (10th Grade),Human Sciences,Yes,10000000,11001111001,No,No,Yes,No,No,Yes,Yes,No,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2012,F,High School (10th Grade),Human Sciences,Maybe,11100100,11011111001,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
